date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2024-03-24,74.58333333333333,20.599999999999998,58.0625,13.816666666666668,4.979166666666667,250.54166666666666,71.125,26.770833333333332,72.83333333333333,0.0,78.66666666666667
2024-03-25,78.66666666666667,20.287499999999998,56.15,18.929166666666667,7.574999999999999,334.5,84.58333333333333,27.108333333333334,67.33333333333333,0.0,66.75
2024-03-26,66.75,17.425,40.69166666666667,15.370833333333332,5.604166666666667,287.25,70.29166666666667,27.650000000000002,66.25,0.0,66.41666666666667
2024-03-27,66.41666666666667,19.3125,61.43333333333334,13.466666666666667,5.3500000000000005,259.875,75.75,26.979166666666668,72.95833333333333,0.0,71.5
2024-03-28,71.5,12.391666666666666,41.608333333333334,14.729166666666666,5.5,282.4166666666667,105.95833333333333,27.704166666666666,56.041666666666664,0.0,69.95833333333333
2024-03-29,69.95833333333333,23.916666666666668,78.925,12.916666666666666,5.979166666666667,275.0416666666667,107.04166666666667,25.291666666666668,67.54166666666667,0.0,82.45833333333333
2024-03-30,82.45833333333333,30.191666666666666,107.81666666666666,9.008333333333333,4.5,225.25,96.20833333333333,25.337500000000002,70.91666666666667,0.0,107.625
2024-03-31,107.625,46.724999999999994,159.02083333333334,16.704166666666666,9.883333333333335,325.6666666666667,105.625,27.1125,54.458333333333336,0.0,116.79166666666667
2024-04-01,116.79166666666667,31.683333333333334,96.08333333333333,18.245833333333334,8.916666666666666,334.9583333333333,93.33333333333333,25.974999999999998,61.791666666666664,0.0,82.75
2024-04-02,82.75,22.708333333333332,59.82083333333333,9.941666666666666,5.208333333333333,225.45833333333334,102.58333333333333,26.25,72.08333333333333,0.0,99.79166666666667
2024-04-03,99.79166666666667,33.295833333333334,108.53333333333335,11.7875,6.616666666666667,297.4166666666667,126.66666666666667,26.133333333333336,78.375,0.0,84.95833333333333
2024-04-04,84.95833333333333,17.504166666666666,56.4375,14.137500000000001,5.875,282.5,111.125,26.695833333333336,67.33333333333333,0.0,69.75
2024-04-05,69.75,17.483333333333334,57.00833333333333,11.870833333333332,5.529166666666666,261.25,111.625,27.275000000000002,58.125,0.0,76.08333333333333
